query	Score	ItemID	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_1	LeafCats	Title	feature_10
mens red bicycle	1072733694	371462251598	0.000000	-8.606711	-4.809973	29.741417	0.041032	0.000000	0.000000	219.000000	0.000000	::[15687|137084]::	Superhero Costume Cycling Tee T-Shirts Short Sleeve Bicycle Jersey Iron Man NEW	3.06122128196
mens red bicycle	1072728299	311191599786	0.000000	-7.589493	-5.380257	28.742239	0.041032	0.000000	0.000000	199.000000	0.000000	::[15687]::	Funny BIKER T-shirt "TRUST ME" Mens Bike Motorcycle Manic ROAD Old School tee xx	0.176426404859
mens red bicycle	1072727708	182074940002	0.000000	-6.613138	-5.793755	33.988186	0.000000	0.000000	0.000000	219.000000	0.000000	::[36124]::	ARSUXEO Men's Ultrathin Sleeveless Coat Jacket Bicycle Vest Windproof TT L6O9	5.19600809518
mens red bicycle	1072699285	222076512077	0.000000	-7.507656	-5.148529	47.239666	0.000000	0.000000	0.000000	214.000000	0.000000	::[59375]::	New Men’s Cycling Shorts Bicycle Underwear MTB Padded Armour Bike Tight Leggings	1.24811004882
mens red bicycle	1072586895	281909230721	0.000000	-7.611678	-5.773693	24.801960	0.000000	0.000000	0.000000	212.000000	0.000000	::[6749]::	Cyber UX-23 Dyno Mens Off Road Dirt Bike Motocross Helmets	3.42348000412
mens red bicycle	1072549416	162024301991	0.000000	-6.724831	-5.327891	44.173172	0.000000	0.000000	0.000000	219.000000	0.000000	::[56183]::	Men's Cycling Bike Short Sleeve Shirt Jersey Bicycle Sportwear Jacket Quick-Dry	1.97832221891
mens red bicycle	1072528839	371047480643	0.000000	-7.887877	-4.462165	18.850689	0.000000	0.000000	0.000000	209.000000	0.000000	::[6749]::	NEW ICON AIRMADA SALIENT RED STREET BIKE HELMET MOTORCYCLE ADULT MENS GUYS	8.63865383054
mens red bicycle	1072512836	252112855926	0.000000	-7.610597	-5.434880	43.553463	0.000000	0.000000	0.000000	206.000000	0.000000	::[56183]::	Men's Breathable Cycling Jersey Shirt Bike Bicycle  FASHION AF 6I74	2.5972871916
mens red bicycle	1072471556	271963054513	0.000000	-7.671071	-4.792925	40.725727	0.000000	0.000000	0.000000	206.000000	0.000000	::[155183]::	Super Bike Man Funny Mens Sweatshirt Hoodie - Suzuki Moto GP	5.79585943824
mens red bicycle	1072467671	291645120460	0.000000	-7.446908	-4.877990	46.558994	0.028518	0.000000	0.000000	172.000000	0.000000	::[177831]::	Firmstrong Bruiser Man Single Speed Beach Cruiser Bicycle, 26-Inch, Matte Black	6.80797404404
mens red bicycle	1072261969	281142612746	0.000000	-7.757756	-5.773892	32.986759	0.041032	0.000000	0.000000	198.000000	0.000000	::[15687]::	"PASSENGER" LOGO MOTORCYCLE SIDECAR OUTFIT BIKE CAR BOAT MENS T SHIRT SML-3XL S1	1.15907651577
mens red bicycle	1072259634	121859691427	0.000000	-6.630061	-4.945387	34.682281	0.000000	0.000000	0.000000	211.000000	0.000000	::[177853]::	CHEJI Bike Man's Bib shorts Cycling Team Pants 3D Gel Padded Trousers 3 Colors	0.340842022957
mens red bicycle	1072247208	171960827725	0.000000	-7.079241	-5.228563	32.090580	0.041032	0.000000	0.000000	188.000000	0.000000	::[15687|137084]::	Superhero Marvel Costume Cycling T-Shirts Long Sleeve Bicycle Jersey Sports HOT	4.69598337005
mens red bicycle	1072222885	301867031270	0.000000	-7.606122	-4.361161	26.242405	0.000000	0.000000	0.000000	215.000000	0.000000	::[177102]::	Gaerne GP1 Mens Motorcycle / Motorbike / Bike / Biking Racing Boots / Shoes	4.19920673362
mens red bicycle	1072163085	271291023006	0.000000	-7.840972	-3.958467	29.553757	0.041032	0.000000	0.000000	207.000000	0.000000	::[15687]::	"ROLLIE FREE"  MENS T SHIRT SML-3XL VINCENT NAKED RECORD BIKE MOTORCYCLE CLASSIC	3.7956625189
mens red bicycle	1072096593	252347846602	0.000000	-7.390667	-4.736623	25.581898	0.000000	0.000000	0.000000	213.000000	0.000000	::[56183]::	Gore Bike Wear Power 2.0 Jersey - Short Sleeve - Men's Red/Black XXL	8.97305864263
mens red bicycle	1072082038	141807324497	0.000000	-7.670745	-4.441348	39.970287	0.000000	0.000000	0.000000	221.000000	0.000000	::[177852]::	New Men's Bicycle Cycling Suit Bike Short Sleeve Shirt Jersey Shorts Riding Set	7.26323507279
mens red bicycle	1071978496	191618945722	0.000000	-7.434121	-4.904163	30.037046	0.000000	0.000000	0.000000	233.000000	0.000000	::[177852]::	K US XINTOWN Mens Cycling Clothing Red Jersey Shorts Sets Bike Sports S-XXXL NEW	7.56626851737
mens red bicycle	1071953212	170962077312	0.000000	-7.717328	-4.697086	37.704636	0.083035	0.000000	0.000000	217.000000	0.000000	::[177822]::	Bike Seat Men's Black and Red Cycling Saddle Rail NEW	9.26022253661
mens red bicycle	1071918119	181895506036	0.000000	-7.201099	-4.983284	36.111084	0.041032	0.000000	0.000000	181.000000	0.000000	::[15687]::	Superhero Marvel Costume Cycling T-Shirts Short Sleeve Bicycle Jersey Sports HOT	2.93333248831
mens red bicycle	1071881251	161979599602	0.000000	-7.559809	-5.128350	31.239820	0.000000	0.000000	0.000000	215.000000	0.000000	::[56183]::	Comfortable Bicycle Clothing Outdoor Bike Shirts Men's Cycling Jerseys Blue/Red	0.956599693697
mens red bicycle	1071844529	271157806679	0.000000	-7.394316	-4.751524	31.205688	0.041032	0.000000	0.000000	206.000000	0.000000	::[15687]::	"SMALL HEATH" BSA  FACTORY ADDRESS BIKE CLASSIC MOTORCYCLE MENS T SHIRT SML-3XL	2.90058124626
mens red bicycle	1071830027	151884459099	0.000000	-7.524774	-5.047446	34.683632	0.041032	0.000000	0.000000	216.000000	0.000000	::[15687|137084]::	Marvel Comics Cycling Superhero Tee T-Shirts Short Sleeve Bicycle Jersey Costume	9.39317691677
mens red bicycle	1071526746	311023940875	0.000000	-7.481628	-4.975299	21.429773	0.041032	0.000000	0.000000	208.000000	0.000000	::[15687]::	If You Can Read This I Threw The Bitch Off Motorcycle Ride Bike New Mens T-shirt	3.08422195227
mens red bicycle	1071517571	301789199419	0.000000	-7.818920	-4.592556	45.402573	0.000000	0.000000	0.000000	220.000000	0.000000	::[177852]::	Men's Thermal Fleece Jacket Bike Bicycle Cycling Windproof Jersey Coat&Pants Set	7.55288911495
mens red bicycle	1071482334	171413733353	0.000000	-7.634135	-5.412088	25.518158	0.000000	0.000000	0.000000	217.000000	0.000000	::[79720]::	XLoop Sunglasses Mens Wrap Sports Style Run Fish Lens Cycling Bicycle Bike 2176	0.450342795903
mens red bicycle	1071472826	280948452422	0.000000	-7.574907	-5.341397	31.115921	0.041032	0.000000	0.000000	194.000000	0.000000	::[15687]::	"TWINSHOCK ENDURO" CLASSIC BIKE MENS T SHIRT TWIN SHOCK SML-3XL MOTOCROSS MX	7.23854871507
mens red bicycle	1071416536	121816907539	0.000000	-8.687787	-5.752005	42.546577	0.041032	0.000000	0.000000	225.000000	0.000000	::[15687]::	Superhero Marvel Comics Costume Cycling Tee T-Shirts Bicycle Jersey Cosplay	2.90375713939
mens red bicycle	1071280071	272153417975	0.000000	-7.648624	-4.697179	48.627769	0.000000	0.000000	0.000000	225.000000	0.000000	::[56183]::	CHEJI Mens Summer Cycling Jersey Bike Short Sleeve Bicycle Tops Shirts 4-Colors	7.20311566919
mens red bicycle	1071272137	111747382873	0.000000	-7.596263	-5.346172	31.497595	0.000000	0.000000	0.000000	205.000000	0.000000	::[34353]::	Thor Mens & Youth Red/White Phase Hyperion Dirt Bike Jersey MX ATV 2016	10.1344285977
mens red bicycle	1071217291	111734196096	0.000000	-7.667824	-4.982218	31.368151	0.000000	0.000000	0.000000	209.000000	0.000000	::[34353]::	Fox Racing Mens Blue/Red/Black Flexair Libra Dirt Bike Jersey MX ATV 2016	2.65296342645
mens red bicycle	1071101165	381074895808	0.000000	-9.798982	-5.165921	41.829086	0.028518	0.000000	0.000000	208.000000	0.000000	::[175745|177831]::	NEW 26" Mongoose Dolomite Fat Tire Men's 7-speed Mountain Bike Bicycle Navy/Red	6.8076331354
mens red bicycle	1070972573	371552726740	0.000000	-7.499625	-4.617336	27.176973	0.000000	0.000000	0.000000	221.000000	0.000000	::[177102]::	RST R-16 Mens Motorcycle / Motorbike / Bike / Biking Riding Boots / Shoes	2.02289260608
mens red bicycle	1070960968	221962425833	0.000000	-7.433707	-4.811258	33.241695	0.000000	0.000000	0.000000	225.000000	0.000000	::[155183]::	Evolution Of Man Chopper Motorcycle- Unisex Hoodie - Bicycle - Bike - Rock	9.41450144583
mens red bicycle	1070784852	111897210995	0.000000	-7.652896	-5.447819	33.803478	0.000000	0.000000	0.000000	212.000000	0.000000	::[34355]::	Atlas Mens Red/Black Prodigy Dirt Bike Neck Brace MX ATV	6.26286366889
mens red bicycle	1070717168	301926718745	0.000000	-7.390667	-4.736623	27.874081	0.000000	0.000000	0.000000	217.000000	0.000000	::[177116]::	MENS SHOT CONTACT MOTOCROSS MX GLOVES MAGNETIC RED or BLUE quad enduro bike bmx	9.37859642538
led bike light	1073725374	172154459083	1.000000	-7.459916	-4.270337	47.543224	0.000000	26189.000000	338461.000000	236.000000	1923.250000	::[177857]::	Cycling Bicycle Taillights 5 LED Safety Flashing  Warning Lights	1.15489683716
led bike light	1073720015	401031613199	1.000000	-7.557572	-4.939495	53.592991	0.794433	26189.000000	338461.000000	189.000000	3707.944336	::[22689]::	Rechargeable 6500Lm 3x CREE T6 LED Front Bicycle Lamp Bike Light+6400mAh+Charger	2.54186741432
led bike light	1073716780	391369909476	1.000000	-7.434534	-4.905660	54.709259	0.794433	26189.000000	338461.000000	223.000000	2969.812500	::[22689]::	New AKSLEN 2 Modle Flashing Safety 2 LED Bike Bicycle Rear Tail Light TL-70	5.21100265547
led bike light	1073714916	311532417538	1.000000	-7.455372	-4.979194	50.406487	0.005350	26189.000000	338461.000000	221.000000	2650.500000	::[33713]::	1 Pair Bicycle Bike flash LED Wheel Fashion Front Rear Wheel Caps Light Lamp	8.24683507928
led bike light	1073687010	151962678059	1.000000	-7.431203	-4.893539	45.359859	0.020507	26189.000000	338461.000000	227.000000	1509.500000	::[16037]::	GripLit LED Bike Handlebar Light Disc-O, Pack Of 2, Md: GLT-07-R7	3.92045105631
led bike light	1073638978	301572358202	1.000000	-7.442262	-4.933384	42.154110	0.000000	26189.000000	338461.000000	184.000000	1205.500000	::[35564]::	IXENO CNC Green LED Bar Ends Red Brake Stop Light For Universal Yamaha Bike	0.669129484536
led bike light	1073637013	172157698089	1.000000	-7.476140	-4.324457	30.092266	0.000000	26189.000000	338461.000000	171.000000	896.687500	::[35557]::	Smoke Motorcycle LED Turn Signals Indicators Blinkers Lights For universal bike	2.56311924643
led bike light	1073630567	331585897068	1.000000	-7.239476	-5.035571	40.877701	0.794433	26189.000000	338461.000000	173.000000	3077.062500	::[22689]::	8x Bike Bicycle Cycling Silicone White Wheel Tyre Waterproof LED Light White	9.70749501439
led bike light	1073607106	181970423809	1.000000	-7.492365	-5.119555	44.388828	0.794433	26189.000000	338461.000000	171.000000	3632.125000	::[22689]::	5 LED+2 Lasers Cycling Bicycle Rear Flashing Light Warning Bike Tail Lamp Blue	0.380603955211
led bike light	1073589077	251924353752	1.000000	-6.492131	-3.953072	51.110222	0.006836	26189.000000	338461.000000	171.000000	1685.055542	::[116022]::	LED Waterproof Flexible Strip Car Bike Light Lamp Bulb Blue Red Green Warm White	2.49093635456
led bike light	1073558796	191846691068	1.000000	-7.390667	-4.736623	40.962605	0.794433	26189.000000	338461.000000	189.000000	3479.812500	::[22689]::	1200Lumen CREE Q5 Cycling Bicycle LED Flashlight Torch Zoom Lamp + Bike Mount WT	7.6635894605
led bike light	1073491419	141858536111	1.000000	-6.548224	-4.945431	64.415413	0.794433	26189.000000	338461.000000	219.000000	3391.875000	::[22689]::	5 LED Bike Bicycle Safety Tail Flashlight Waterproof Lamp Back Rear Light	9.6207752323
led bike light	1073477132	191823194906	1.000000	-7.493785	-5.063832	57.440056	0.794433	26189.000000	338461.000000	223.000000	3923.062500	::[22689]::	900 Lumen CREE XML-L2 LED Head Front Bicycle Lamp Bike Headlight 18650 Battery	4.85521199234
led bike light	1073465520	400930058867	1.000000	-7.459853	-4.846506	70.933342	0.000000	26189.000000	338461.000000	227.000000	2484.187500	::[177848]::	New  Road Bicycle Bike Cycling Rear Tail 9 LED Safety Warning Lights 	3.80399466602
led bike light	1073459524	182028040198	1.000000	-7.825174	-5.625704	64.745270	0.006687	26189.000000	338461.000000	168.000000	2120.250000	::[57267]::	Flash LED Neon Bicycle Wheels Tire Valve Dust Cap Light Car Bike Motorcycle	5.39727031671
led bike light	1073436321	141738910838	1.000000	-7.148393	-4.548350	39.813362	0.020061	26189.000000	338461.000000	200.000000	2847.421143	::[106984]::	Elfeland 3x XML-2 T6 LED 8000Lm Headlight Headlamp Light 2x18650+2xCharger	5.47842118381
led bike light	1073427466	131122464439	1.000000	-7.503872	-4.836105	38.008007	0.000000	26189.000000	338461.000000	224.000000	1606.722168	::[43980]::	OFFROAD LED 10W 4X4 CREE LED WORK LIGHT FLOOD BEAM DRIVING BIKE TRUCK SUV 	5.18128759872
led bike light	1073420892	191538168134	1.000000	-6.501595	-4.399717	39.609699	0.007579	26189.000000	338461.000000	171.000000	2553.187500	::[310]::	Bike Silicone Frog Light LED Front / Rear Firm Safety Warning Lamp	7.02092535956
led bike light	1073409809	191716412753	1.000000	-6.522180	-3.921767	30.077641	0.020061	26189.000000	338461.000000	191.000000	3570.444336	::[106984]::	5000 Lumen CREE XM-L 3x T6 LED Big Headlight Headlamp Bike Light Flashlight WT	8.05609034795
led bike light	1073387913	281637805059	1.000000	-7.483802	-4.992066	49.607094	0.794433	26189.000000	338461.000000	229.000000	3510.437500	::[22689]::	Skull Shape 2LED Safety Cycling Bike Bicycle Silicone Rear Tail Flash Light Lamp	1.23740349613
led bike light	1073383682	391136721414	1.000000	-7.458708	-4.990615	65.764809	0.794433	26189.000000	338461.000000	171.000000	3981.562500	::[22689]::	Cycling Bicycle Bike Rear Tail Safety Warning 5 LED+ 2 Laser Flashing Lamp Light	1.99120563063
led bike light	1073373539	201264195327	1.000000	-7.634046	-5.493522	63.624687	0.794433	26189.000000	338461.000000	0.000000	2827.312500	::[22689]::	Night Ride Blue Lights Bicycle Bike Cycling Wheel Tire Spoke LED Light Lamp MT	3.26334737295
led bike light	1073334536	161461113805	1.000000	-7.501517	-5.129636	30.272324	0.000000	26189.000000	338461.000000	197.000000	1287.562500	::[178023]::	Motorcycle LED Tail Brake Running Light License Plate Holder Dirt bike Chopper	0.80229612592
led bike light	1073311386	281819084442	1.000000	-7.544985	-5.074516	46.739685	0.794433	26189.000000	338461.000000	180.000000	2670.812500	::[22689]::	Red Waterproof Silicone Bike Bicycle Cycle Cycling Rear LED Light	4.16478096734
led bike light	1073290986	371599146067	1.000000	-7.698881	-4.921516	51.056221	0.794433	26189.000000	338461.000000	204.000000	3402.578857	::[22689]::	Gold 4800LM A-21 2x CREE T6 LED Front Bicycle Light Bike Headlamp Headlight Kit	4.26091348577
led bike light	1073268806	371292064965	1.000000	-7.960713	-6.059993	55.635208	0.794433	26189.000000	338461.000000	227.000000	2409.562500	::[22689]::	2Pcs Elastic Rubber O Rings for Headlamp light MTB Bike Bicycle LED light Best	2.56951727737
led bike light	1073255636	281965717826	1.000000	-7.465178	-4.828470	45.883087	0.794433	26189.000000	338461.000000	184.000000	3678.812500	::[22689]::	USB LED Bike Bicycle Cycling Warning Tail Rear charged Lamp Flash Light 5 Modes	8.60072166513
led bike light	1073255556	171214139122	1.000000	-7.521816	-5.119409	45.051624	0.794433	26189.000000	338461.000000	171.000000	3631.437500	::[22689]::	300 Lumen CREE Q5 LED Flashlight Torch Cycling Bicycle Bike Head light + Mount	0.151892052049
led bike light	1073247175	172113528004	1.000000	-7.522134	-5.192158	26.436649	0.000000	26189.000000	338461.000000	187.000000	1304.875000	::[178021]::	9W LED Spot Fog Light Bulb For Motorcycle Dirt Bike Dual Sport Enduro Supermoto	5.70539623234
led bike light	1073243070	261659426491	1.000000	-8.228851	-6.499777	50.462315	0.000000	26189.000000	338461.000000	145.000000	2959.500000	::[85040]::	Waterproof Silicone LED Bicycle Head Front Flash Light Wheel Rear LED Lamp	7.52512569715
led bike light	1073193919	182066596194	1.000000	-7.559358	-4.476400	61.224766	0.794433	26189.000000	338461.000000	174.000000	4008.812500	::[22689]::	New 2 Laser Beam 5 LED Bike Bicycle Cycling Rear Tail Light Lamp 3 Modes	8.90689869159
led bike light	1073189308	281881799238	1.000000	-7.436401	-4.912409	30.695745	0.005796	26189.000000	338461.000000	186.000000	1279.949951	::[178027]::	2pcs Motorcycle Bike 15 LEDs Turn Signal Light Lamp Bulb Yellow 1W DC 12V 10mm	9.34260072927
led bike light	1073140514	111820793107	1.000000	-7.679832	-4.383975	48.107773	0.794433	26189.000000	338461.000000	219.000000	3908.000000	::[22689]::	5000 Lumen CREE XM-L2 USB Rechargeable LED Bike Bicycle Headlight Headlamp Light	7.15377875887
led bike light	1073135087	161418925498	1.000000	-7.560623	-5.260737	51.298260	0.794433	26189.000000	338461.000000	0.000000	2908.937500	::[22689]::	Cycling Bicycle 4 LED Solar Energy/ USB 2.0 Rechargeable Bike Headlight Lamp 3XS	1.09478381799
led bike light	1073126051	222039928216	1.000000	-7.555803	-5.289015	66.726654	0.006687	26189.000000	338461.000000	175.000000	2240.312500	::[57267]::	Waterproof 20 LED Bicycle Bike Cycling Wheel Light Flash Safe Spoke Light CF01	3.42614499788
led bike light	1073063613	311423261600	1.000000	-7.490112	-5.093882	28.819677	0.794433	26189.000000	338461.000000	179.000000	1348.875000	::[22689]::	Harbor Freight Red LED Bicycle Taillight - Brand New 	9.23316296518
led bike light	1073063074	380699207260	1.000000	-7.517905	-5.088139	52.939884	0.794433	26189.000000	338461.000000	216.000000	3638.062500	::[22689]::	Black Cycling Bike Bicycle 5 LED Front Head Light Flashlight 2 Modes with Clip	0.41307549294
led bike light	1073059929	201560418501	1.000000	-7.390667	-4.736623	34.421329	0.020507	26189.000000	338461.000000	223.000000	3321.375000	::[16037]::	2200LM CREE XML T6 LED Zoomable Flashlight Torch Lamp Light + Bike Mount Clip	6.85672897626
led bike light	1073044925	261992649812	1.000000	-7.531921	-5.119885	52.621227	0.794433	26189.000000	338461.000000	210.000000	3365.600098	::[22689|106984]::	9000Lm 5x XM-L T6 LED Cycling Bicycle Bike Headlight 6*18650 Charger 12000mAh	7.3769302461
led bike light	1072995718	281810982221	1.000000	-7.197954	-4.151935	41.576107	0.005350	26189.000000	338461.000000	206.000000	1706.909058	::[33713]::	1pc Motorcycle Bike CREE LED Headlight Hi/Lo H4 HB2 9003 6000K 40W 4000LM Bulb	5.93108384378
led bike light	1072990206	371441919521	1.000000	-6.518529	-4.704140	41.694729	0.794433	26189.000000	338461.000000	171.000000	3304.625000	::[22689]::	4x LED Lamp Flash Tyre Wheel Valve Cap Light for Car Bike Bicycle Motorbicycle	1.93480709415
led bike light	1072977167	161625424149	1.000000	-7.492576	-5.101680	39.561363	0.000000	26189.000000	338461.000000	219.000000	794.500000	::[178023]::	Mini LED Turn Signal Lights For Kawasaki Coyote Mini Trail Bike 75 90	7.17605304931
led bike light	1072977052	151909641570	1.000000	-7.086537	-4.772453	43.158772	0.794433	26189.000000	338461.000000	187.000000	3165.714355	::[22689|106984]::	7500Lm 3 x CREE XM-L U2 LED SolarStorm LED Bicycle Lamp Torch +8.4V Battery Pack	2.27788870026
led bike light	1072970079	111961082120	1.000000	-7.413118	-4.825776	46.871162	0.006687	26189.000000	338461.000000	171.000000	2100.687500	::[57267]::	Bicycle Rear Light Bike Tail LED Shock Sensing Switch Daylight 7 Flash Mode OO	7.91501325359
led bike light	1072963817	162028953405	1.000000	-6.508582	-4.462000	42.624500	0.005350	26189.000000	338461.000000	171.000000	1295.529419	::[33713]::	New 1Pc Car SUV Bright Blue Eagle Eye Hawkeye COB LED Daytime Driving Fog Light	7.32073934919
led bike light	1072948847	172114415287	1.000000	-7.618836	-5.455721	42.224117	0.030711	26189.000000	338461.000000	173.000000	2265.411865	::[33709]::	2x Skull Bicycle Tire LED Flash Light Valve Dust Cap Car Motor Tyre White QGS	2.09732345388
led bike light	1072922673	121686623178	1.000000	-7.416885	-4.840172	58.674061	0.794433	26189.000000	338461.000000	215.000000	2024.125000	::[22689]::	Draper 51750 Front And Rear Led Bicycle Light Set	2.76619616191
led bike light	1072921262	172009223517	1.000000	-7.802240	-3.536641	40.934586	0.000000	26189.000000	338461.000000	143.000000	975.312500	::[2904]::	LED Light Strip, Motorcycles, bicycle, schwinn, scooter, atv, helmets, honda	6.92627372968
led bike light	1072920412	121182673991	1.000000	-8.152295	-5.559076	44.863499	0.005796	26189.000000	338461.000000	110.000000	1416.562500	::[178027]::	2 Blue LED Motorcycle Accent Under Body Glow Street Bike Light Brake Reservoir a	5.01774751522
led bike light	1072891992	181149349461	1.000000	-7.465325	-4.720099	49.811615	0.794433	26189.000000	338461.000000	148.000000	3558.187500	::[22689]::	4piece Bike Bicycle Blue Silicone 2 LED Rear Frog Light Safety Warning Tail Lamp	3.72259392433
trek 7.2 hybrid	225651795	222072460800	0.000000	-8.841733	-2.993017	48.626072	0.000000	0.000000	0.000000	148.000000	0.000000	::[177815]::	Used Trek 7.2 FX Hybrid Bike Bicycle 15" Shimano 24 Speed 	5.03828918427
bike seat	1073703920	371312121219	1.000000	-7.445297	-4.882271	35.812683	0.503663	14072.000000	318918.000000	172.000000	1226.230713	::[177822]::	TRAYL  YUNAYI BICYCLE SEAT 10.5 x 6	1.68191524994
bike seat	1073668063	321901598382	1.000000	-7.609758	-5.312638	28.099644	0.503663	14072.000000	318918.000000	216.000000	3171.923096	::[177822]::	Shock Proof No PressureWide Soft Seat Saddle Cushion Fr Mountain Bike Bicycle	6.59906367429
bike seat	1073657196	121933758750	1.000000	-8.785296	-4.829681	16.408571	0.015568	14072.000000	318918.000000	138.000000	1309.076904	::[56197]::	D Schwinn White Lil Tiger Banana Seat Muscle Bike Grips 	5.31859194243
bike seat	1073646181	281470632277	1.000000	-7.361505	-4.105687	19.850029	0.031136	14072.000000	318918.000000	172.000000	1040.312500	::[35566]::	Baja 20" Chinese Dirt Bike Motorcycle Seat Black For WD50 BAJA ATV Fits Others	0.529854340941
bike seat	1073629921	391433602797	1.000000	-7.390667	-4.736623	32.510857	0.034799	14072.000000	318918.000000	213.000000	1493.153809	::[177833]::	TOPEAK BICYCLE SMALL AERO WEDGE SEAT SADDLE BAG PACK STRAPS NEW	9.42897805654
bike seat	1073580828	262298528433	1.000000	-7.738444	-4.572616	37.256409	0.503663	14072.000000	318918.000000	0.000000	2780.846191	::[177822]::	Full Carbon Fiber Cycling Cushion Saddle Bicycle Seat Y2X9	5.32771294181
bike seat	1073580015	301920295961	1.000000	-7.965069	-5.465096	49.938042	0.503663	14072.000000	318918.000000	181.000000	2908.846191	::[177822]::	SCHWINN Saddle Seat  QUALITY Bike Road Bicycle Black	9.241191661
bike seat	1073576755	111964357613	1.000000	-7.557861	-4.570349	35.861763	0.503663	14072.000000	318918.000000	167.000000	2972.500000	::[177822]::	TEMANI Mountain Road Bicycle Cycling Bike Saddle Seat Pad 275*123mm 5 Colors	10.0220589489
bike seat	1073543859	391127913169	1.000000	-7.921178	-5.707055	23.852823	0.013736	14072.000000	318918.000000	232.000000	1354.388916	::[177823]::	1Pcs 31.8mm MTB Bike Cycling Saddle Seat Post Clamp Quick Release QR Style DTEG	8.14868952147
bike seat	1073541410	182046604186	1.000000	-7.422773	-4.770966	43.033970	0.034799	14072.000000	318918.000000	207.000000	1784.117676	::[177833]::	Roswheel Cycling 1L Bike Bicycle Rear Seat Saddle Tail Bag Pouch	1.31737211933
bike seat	1073510490	161621706306	1.000000	-7.704321	-5.456539	48.131046	0.055861	14072.000000	318918.000000	158.000000	1705.153809	::[58101]::	BLACK STEEL BMX BICYCLE SEAT POST BIKE PARTS 101	4.75733737169
bike seat	1073477601	251993914649	1.000000	-7.852413	-5.806222	43.474785	0.503663	14072.000000	318918.000000	172.000000	1875.687500	::[177822]::	Colorfull spider net plastic road bike saddle pvc bicycle seats 180g USD 9.99	8.68365467427
bike seat	1073476284	222080598540	1.000000	-7.903117	-6.058122	39.583290	0.000000	14072.000000	318918.000000	230.000000	963.384644	::[177834]::	adult 26" tricycle singlespeed bike rearfolding basket adjustable seat handlebar	3.36008268914
bike seat	1073462007	291666224694	1.000000	-7.866070	-5.549105	37.788048	0.013736	14072.000000	318918.000000	172.000000	1841.687500	::[177823]::	Bicycle 34.9mm MTB Bike Cycling Saddle Seat Post Clamp Quick Release QR Style	1.87786344582
bike seat	1073448527	222055836293	1.000000	-7.915687	-5.331155	41.762081	0.000000	14072.000000	318918.000000	142.000000	2136.470703	::[177817]::	Carbon Fiber Mountain Road Bike Seat Tube Libra Cycling Bicycle Seatpost 350mm	6.21771705548
bike seat	1073445494	282002704093	1.000000	-7.450016	-4.236267	20.388323	0.055861	14072.000000	318918.000000	0.000000	2066.631592	::[58101]::	Carbon fiber 3K 25° MTB Mountain Road Bike Saddle Seat post Bicycle Seatpost	2.54798141243
bike seat	1073434747	121926716673	1.000000	-7.717672	-4.589337	34.524628	0.034799	14072.000000	318918.000000	170.000000	919.384644	::[177833]::	Madden Gray Bicycle Zippered Seat Wedge Pack w/Reflective Tape	8.43784312329
bike seat	1073389442	272167451062	1.000000	-8.199323	-5.424066	48.661285	0.503663	14072.000000	318918.000000	178.000000	2142.428467	::[177822]::	saddlebag large underseat bag seat bag bicycle saddle Vintage Bike NOS x 5	3.95292619379
bike seat	1073388372	351655314321	1.000000	-7.653070	-4.565691	33.375610	0.034799	14072.000000	318918.000000	225.000000	849.944458	::[177833]::	ROSWHEEL 3 in 1 Multifunction Bike Bag Pannier Rear Seat Trunk Bag DL O1C9	10.3624173238
bike seat	1073386218	381117132073	1.000000	-7.447981	-4.953553	40.608044	0.034799	14072.000000	318918.000000	174.000000	1129.384644	::[177833]::	High Capacity Bicycle Multifunctional Bicycle Tail Rack Seat Tool Safety Package	1.63110322404
bike seat	1073330105	201558529176	1.000000	-8.581069	-4.770661	33.280476	0.503663	14072.000000	318918.000000	146.000000	1863.947388	::[177822]::	SDG I-FLY C SADDLE RACING SEAT XC MOUNTAIN BIKE ROAD LITE MTB RACE I-BEAM 155g !	3.93243665102
bike seat	1073287780	151867050443	1.000000	-8.030844	-5.448788	34.019260	0.503663	14072.000000	318918.000000	200.000000	1948.785767	::[177822]::	Fixed Gear, Single Speed, Fixie Seat, Road, Urban Bike Retro City Saddle	6.23207145862
bike seat	1073215749	271570743113	1.000000	-7.597999	-5.101688	60.366337	0.034799	14072.000000	318918.000000	214.000000	1785.933350	::[177833]::	New Outdoor Cycling Bike Bicycle Saddle Bag Under the Seat Kit Bag Quick Release	0.948422648003
bike seat	1073162481	191813290370	1.000000	-7.774940	-5.349136	53.907997	0.079670	14072.000000	318918.000000	229.000000	3806.250000	::[177838]::	Road Bike Bicycle 3D Saddle Seat Cover Pad Padded Soft Cushion Comfort  New	4.83165526607
bike seat	1073157458	182037054152	1.000000	-7.673196	-5.403083	47.219707	0.013736	14072.000000	318918.000000	224.000000	1168.047607	::[177823]::	Bicycle Road MTB Bike 31.8/34.9mm Quick Release Seat Post Clamp Tube Clip Z0N4	10.3019606418
bike seat	1073146951	361199842066	1.000000	-7.513958	-4.109070	42.342197	0.034799	14072.000000	318918.000000	173.000000	973.250000	::[177833]::	Bicycle Bike Rear Rack Seat Bag Package Pack Bag Pouch Outdoor Traveling 10L US	7.53853218593
