key,query,Title,LeafCats,ItemID,X_unit_id,SCORE,label_relevanceGrade,label_relevanceBinary,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
42811,alli,1993 BROWNS BOXING TERRENCE ALLI,37795,21340,753412116,3::-2,3,0.0,374.571442,1.0,-7.722653,-5.523505,31.728672,0.0,658.0,389781.0,137,-0.573636794689
137730,cricket zte engage lt n8000,NEW BATTERY FOR ZTE V8000 ENGAGE N8000 ENGAGE LT CRICKET,20357,48414,780091857,-1:-1:-1,2,0.0,2676.618,0.0,-7.357955,-4.028777,107.956314,0.018299,0.0,0.0,169,1.87617462837
5474,weil oil,Origins Dr. Weil Mega Bright SPF30 Skin tone correcting oil-free moisturizer,33164,2749,724910407,3:-2:,3,0.0,2676.618,0.0,-7.506342,-3.761124,19.4396,0.0152866242038,0.0,0.0,171,-100.0
35166,power supply inverted,OLYMPUS CK40 INVERTED CULTURE MICROSCOPE WITH POWER SUPPLY U-RFLT50-100,48741,17467,687419034,-2:3:-1,3,0.0,2676.618,0.0,-7.928657,-4.712995,34.350147,0.041927500364,0.0,0.0,172,-100.0
22905,nikon 5300,Nikon NIKKOR AF-S 50mm F/1.8G Lens for D7100 D5300 D3300 D3200 D5200 D5100 *USA*,3323,11346,693265871,-1:-1:-1,2,0.0,1390.52002,1.0,-7.757427,-4.655449,34.531548,0.0767724245985,4078.0,208333.0,207,1.4274853183
216651,lifeproof fre galaxy s6,Skin Decal Wrap for LifeProof Samsung Galaxy S6 Case fre Tornado,20349,68564,793074311,-1:3:-1,3,0.0,3400.785645,1.0,-8.231646,-5.934783,73.78154,0.713164,352.0,-1000000.0,207,2.11460998627
137068,ipod nano assesories,Apple iPod nano 5th Generation blue (8 GB),73839,48111,780091315,-1:-1:,2,0.0,2676.618,0.0,-8.289969,-3.370346,39.842846,0.691255,0.0,0.0,172,0.747699283103
28997,tsx rim wheel,"17x7 Vision Shockwave 5x114.3 5x4.5 +42mm Black Wheels Rims Inch 17""",42614|43953,14344,740194602,-1:3:1,4,0.0,2676.618,0.0,-10.053613,-4.514806,30.701473,0.585510103499,0.0,0.0,211,-100.0
21734,tinkerbell wallet case cover for iphone 6 4.7 gold,Gold Hybrid Shockproof Hard Rugged Heavy Duty Cover Case For Apple iPhone 6 4.7,20349,10820,740193955,-1:-1:-1,2,0.0,2676.618,0.0,-8.994905,-4.692003,83.816322,0.740843982986,0.0,0.0,172,3.56125202425
27640,enforcer  lock,"The Enforcer / Sudden Impact (Blu-ray Disc, 2010, 2-Disc Set)",617,13700,753411158,-1:-2:-1,2,0.0,810.916687,1.0,-7.390667,-4.736623,43.560081,0.0,22.0,-1000000.0,179,-100.0
42663,i phone 4,*** New APPLE iPhone 4S - 16GB - White - GSM Factory Unlocked ***,9355,7967,687422109,3:1:3,5,0.0,4011.833252,1.0,-9.652254,-4.906975,29.446114,0.408334733658,885316.0,104545.0,134,-0.501129081477
29116,mondia,MONDIA QUARTZ Watch Movement good Condition,31387,14421,687423017,-1:3:-1,3,0.0,942.0,1.0,-7.607293,-4.527523,38.926777,0.647489539749,216.0,-1000000.0,171,0.75488372093
216233,catalina,"One Pink Floral 5"" Vase - Catalina Island Pottery",18897,68375,793069927,1:-2:-1,2,0.0,1680.099976,1.0,-7.696994,-3.709801,14.759655,0.064,60965.0,90909.0,0,-100.0
35021,1948 pontiac,1935-1951 + PONTIAC PARTS CATALOG / PARTS BOOK / ORIGINAL 1950 1949 1948 1947++,34232,17398,687423763,:-2:3,3,0.0,1395.923096,1.0,-7.390667,-4.736623,29.669006,0.0220738267483,9406.0,34782.0,132,-100.0
140263,badges of fury dvd new,Badges of Fury Blu-ray Region A 4897048060754,617,49754,780090777,-2:1:-2,2,0.0,2676.618,0.0,-7.390667,-4.736623,64.132294,0.597153,0.0,0.0,180,-100.0
139997,b25933a,IGNITION COIL SOLID STATE MODULE for Fits Tecumseh  34443B 34443A 34443C 34443D ,82248,49629,780086855,::-2,1,0.0,2676.618,0.0,-4.536288,-3.355505,10.515097,0.0,0.0,0.0,215,0.838535495419
24801,rk kiss matte lot,KleanColor ULTIMATE GLOSS-Shimmer/Matte Lip Gloss Tubes**Single/Set/Lot**,31802,12255,687421485,1:1:1,4,0.0,2676.618,0.0,-8.416692,-3.709603,18.519743,0.118942423841,0.0,0.0,227,-0.637050387854
41405,avon floral gardens tote," AVON ""FLORAL GARDENS"" JUMBO GARMENT BAG - New, Sealed! ",42526,20588,740197492,3:-1:3,5,0.0,2676.618,0.0,-7.406324,-4.075025,39.841202,0.031254920207,0.0,0.0,136,1.07932712154
38137,samsung bluetooth wireless,Tone Infinim HBS-900 Bluetooth Headset for Iphone Samsung LG - SILVER Color,80077,18948,740191506,3:1:,5,0.0,2676.618,0.0,-6.318737,-3.023719,34.036579,0.539085839474,33502.0,-1000000.0,173,0.652014652015
20315,bateria sj 4000,Cargador Dual de Bateria (coche o enchufe) para SJCAM/SJ4000/SJ5000/SJ6000/M10,162046,10157,740193388,:-1:,2,0.0,1822.444458,1.0,-7.484361,-4.537542,67.26001,0.128633932912,653.0,-1000000.0,221,-100.0
215227,ej blue topaz ring,EJ Belly Button Piercing Belly Ring Piercing Reverse Top Down Beads Cluster,32050,67872,793070410,-1:1:1,3,0.0,2676.618,0.0,-7.453561,-4.704144,45.965641,0.0,0.0,0.0,211,0.522730795296
39985,whyntner ic-2l,2PCS Heat Sink Black 25x23x16mm Aluminum 25*23*16MM for TDA7294/L298 IC Perfect,66946,19867,753410741,-3:-1:-2,1,0.0,2676.618,0.0,-7.696325,-5.047789,17.735323,0.0,0.0,0.0,172,1.86308143582
24635,wall deco iron,5 Marvel IRON MAN HULK CAPTAIN AMERICA THOR 3D FX Deco Wall LED Night Light Set,2622,12189,693262949,1:-1:-1,3,0.0,2676.618,0.0,-7.469237,-4.30168,41.707062,0.0,0.0,0.0,142,-100.0
23900,"ford explorer sport trac 2001, door",NEW Lockcraft Door Lock Cylinder PAIR / FOR LISTED FORD TRUCKS EXPLORER & VANS,33648,11876,693265500,-1:-1:-1,2,0.0,2676.618,0.0,-7.518191,-5.413365,62.308136,0.0281120489306,0.0,0.0,216,-100.0
48991,women's diane von furstenberg beige latte silk shirt blouse,Diane Von Furstenberg Beige Blue Short Sleeve Tie Front Silk Blouse Size S,53159,24299,693260754,3:3:1,5,0.0,2676.618,0.0,-9.002509,-4.637823,109.269333,0.307399399174,0.0,0.0,178,2.67701729023
142988,black magic spell,TURN THEIR SKIES BLACK CURSE/SPELL BOOK Magick Magic_-@,171243,51021,780085954,3:-2:3,4,0.0,2676.618,0.0,-6.142148,-4.079673,71.393143,0.110393,0.0,0.0,144,-100.0
50896,ford prob gt,OEM 89 Ford Probe GT Ignition Coil Assembly w/Mounting Braceket 2.2L SOHC 12V,33689,25201,753410412,3:3:-1,5,0.0,2676.618,0.0,-7.705035,-4.575603,25.2453,0.0,0.0,0.0,131,-100.0
31332,morimoto 5000k,Morimoto D2s Xb35 5000k,36476,15521,753412611,1:3:3,5,0.0,2676.618,0.0,-7.611835,-3.400974,63.876919,0.486523,0.0,0.0,149,-100.0
35217,camel teapots,Vtg Jewish Sculpture Israel Hand Painted Art Ashtray Camel Teapot Cigar Jewish,1449,17496,687420384,-2:3:-1,3,0.0,2676.618,0.0,-7.904068,-5.290129,21.836401,0.0,36.0,-1000000.0,150,-100.0
217889,q zar,Q-ZAR LASER TAG MERCHANT TOKEN,3455,69206,793073678,-2:-2:-1,1,0.0,2676.618,0.0,-7.457753,-4.625475,46.548817,0.0,0.0,0.0,204,-100.0
31294,cycling sports gilet,Bogner Womens Gilet Vest Sleevless Jacket 42 Sport Biker Cycling Running Mesh ,63862|36124,15504,740194850,1:3:3,5,0.0,2676.618,0.0,-7.909029,-4.169946,37.30143,0.0588448964766,0.0,0.0,146,-100.0
631,sony c37,SONY CR-4 RADIO WIRELESS & MODEL C-37 A CONDENSER  MICROPHONE AD,29946,352,724910379,-1:-1:-1,2,0.0,1448.0,1.0,-8.549341,-6.307313,24.477346,0.184386716658,32.0,-1000000.0,143,1.95285366766
37820,fander,Guitar Genius Keith Richards Japan Book Rolling Stones Fander Telecaster ES-355,618,18799,687417966,3:-1:,4,0.0,2676.618,0.0,-7.998336,-5.072341,20.621586,0.0,0.0,0.0,144,-100.0
2374,mega 2560,Interface Base Serial Transceiver Bluetooth Module HC-05 06 for Arduino SP2G,4661,1232,724909544,-1:3:3,5,0.0,602.125,1.0,-7.644516,-5.581517,27.069828,0.0739096526486,2791.0,231707.0,211,-1.11428571429
26317,wheel horse,"TORO WHEEL HORSE 48""  MOWER  BLADE KIT 106637 106078",82248,1054,740193133,-1:-1:3,3,0.0,2635.09082,1.0,-7.030001,-4.95315,31.465742,0.628835326121,6120.0,148387.0,174,1.37039819684
43727,2000 odyssey  o ring,"A/C System O-Ring and Gasket Kit HONDA, ACURA MT2563",46094,21755,740193761,3:2:2,5,0.0,2676.618,0.0,-5.876991,-4.734021,40.031723,0.0,0.0,0.0,198,-100.0
220842,grocery tote cart,Folding Foldable Shopping Trolley Bag Cart Rolling Wheel Grocery Tote Handbag,169302,70596,793075381,3:3:1,5,0.0,2676.618,0.0,-6.917132,-3.543349,29.671482,0.397673,34.0,-1000000.0,200,-100.0
32389,e print,"Series E: SET OF 4 Printed Gauge Magnets, Steampunk, 2.25""",476,16071,687420804,:-2:-1,1,0.0,2676.618,0.0,-5.82525,-4.161739,18.512428,0.0,0.0,0.0,172,-100.0
33132,f15946 coach svb7,F15946 ADAM WEST BURT WARD BATMAN COMIC TV Series ORIGINAL SPANISH B/W PHOTO 7x9,60318,16435,753412151,-2:-1:3,3,0.0,2676.618,0.0,-7.591649,-4.384251,25.610985,0.0,0.0,0.0,188,-100.0
5760,18650 3.7v battery,2x High Drain 2600 mAh Replacement 3.7 v Volt 30 Amp 18650 Battery for Sony VTC5,48619,2867,724907825,3:2:-2,4,0.0,2703.368408,1.0,-7.390667,-4.736623,68.05925,0.507651754522,5571.0,383561.0,174,-100.0
217072,cricut memory,Brand New Creative Memories Total Sports Cricut Cartridge-- Hard to Find,113344,68777,793070947,-1:3:3,5,0.0,2676.618,0.0,-7.180526,-3.461355,46.790783,0.662662,0.0,0.0,150,-100.0
33413,canvas,"Ultra Thin Silicone Keyboard Cover for Macbook Pro 13"" 15"" 17"" A1425/A1370 New",158837,16595,753407467,:-2:-2,1,0.0,178.764709,1.0,-8.837916,-6.060805,7.715328,0.0,1568635.0,80321.0,232,-100.0
216483,air drager shocks,ARNOTT Air Shocks Rear Left LH & Right RH Pair Set for Chevy GMC Cadillac,33590,68475,793069325,1::3,5,0.0,2676.618,0.0,-6.045393,-3.719557,38.727337,0.323698,0.0,0.0,223,-100.0
457,yaesu ft 101,Yaesu FT-101ZD MK III -    smoothing capacitors /PB-1969/,40065,256,724908277,-1:-1:-1,2,0.0,1510.846191,1.0,-8.671805,-6.143376,58.438988,0.655603237547,397.0,192307.0,169,-100.0
33968,coil 2000 nissan maxima gle 3.0l,Set of 6 Ignition Coils on Plug Pack For 2000 2001 Nissan Maxima Infiniti I30 V6,33689,16881,693261969,2:2:2,5,0.0,2676.618,0.0,-6.695034,-4.43674,59.024761,0.307736489286,0.0,0.0,203,-100.0
32741,tous,Stainless Steel  pendant silver  tone bear theme FREE SHIPPING TO US,155101,16235,753410922,-2:1:1,3,0.0,2945.25,1.0,-7.390667,-4.736623,10.674369,0.156906,32430.0,225806.0,171,-0.641716566866
1794,miniature royal copenhagen porcelain dogs,Royal Copenhagen Bing & Grøndahl Signature Seagulls Porcelain Dish Vintage,4228,930,724910841,-1:-2:-2,1,0.0,2676.618,0.0,-7.983988,-5.191934,60.884602,0.263366329344,0.0,0.0,147,-100.0
221597,gilbert,William L Gilbert Exile 1890 Vintage Parlor Gingerbread Mantle Shelf Clock,13853,70943,793070176,3:3:-2,4,0.0,1862.583374,1.0,-8.148344,-3.885763,26.393892,0.122349,8497.0,600000.0,176,-100.0
38120,football gloves small,Boys'  Under Armour F4 Football Gloves,159114,18937,693260327,3:1:,5,0.0,2930.923096,1.0,-6.994256,-4.138041,30.82876,0.493655341793,498.0,259259.0,212,-100.0
47967,ua42eh5000 remote,RM-Series® Replacement Remote Control for SAMSUNG UA42EH5000RXUM,61312,23826,740191541,-3:-3:-1,1,0.0,2676.618,0.0,-7.390667,-4.736623,92.954742,0.224184432538,0.0,0.0,213,-100.0
217140,crosley cr8005a-bk,NEW Crosley CR8005A-TW Turntable,48647,68818,793069621,1:3:3,5,0.0,2676.618,0.0,-8.53562,-4.541328,119.983253,0.660875,0.0,0.0,134,0.842967283082
41864,iphone 6 case,"Ultra Thin Soft TPU Transparent Clear Skin Case Cover for iPhone 6 Plus 4.7 5.5""",20349,20868,687423169,3:1:3,5,0.0,4503.0625,1.0,-4.795305,-4.027635,32.352554,0.774099790086,1068918.0,135262.0,194,2.50464082278
38665,amplifier,LM386 Audio Amplifier Module Audio Power Amplifier Ehance up to 20 Times,14970,19176,753409018,3:-1:-1,3,0.0,1287.785767,1.0,-8.13668,-5.638566,33.424026,0.235849,69688.0,169781.0,226,0.698746867168
20436,picks st1m,5   SCORE 1ST ROUND PICKS,213,10202,740192718,::-1,2,0.0,2676.618,0.0,-7.390667,-4.736623,40.131645,0.0,0.0,0.0,136,1.14727358938
158284,king a mouthpiece,VINTAGE BENGE TRUMPET MOUTHPIECE KING 7C DRILLED AND TAPPED FOR A MIC,118975,58322,809747607,1:1:3,5,0.0,2676.618,0.0,-8.437766,-5.075284,42.774109,0.0,0.0,0.0,141,-100.0
159046,floyd rose tensioner,Floyd Rose Original Fine Tuner Tension Plate FREE USA SHIP!,41407,58737,809744685,-1:3:3,5,0.0,2676.618,0.0,-7.850537,-4.80285,63.034554,0.287859,0.0,0.0,190,1.04495846804
38578,photo props,Newborn Baby Girls Boys Crochet Knit Costume Photo Photography Prop Outfits #14,30085|163224,19147,753410529,3:-1:-1,3,0.0,4008.571533,1.0,-7.634688,-3.554213,16.573849,0.335542,37466.0,304878.0,171,-100.0
5112,airstream trailer -cover -cover,Benroy 1955 Teardrop Trailer Airstream Era Aluminum Hotrod For Vintage Pickup,50063,2585,724907323,3:-1:3,5,0.0,2676.618,0.0,-11.405968,-3.261531,40.018379,0.320428148486,0.0,0.0,139,-100.0
7429,split solar water heater,Duda Solar Water Heater Collector SRCC Evacuated Energy Split Panel Hot Thermal,41981,3645,724908087,3:3:-1,5,0.0,2676.618,0.0,-9.167402,-3.53983,48.971413,0.134589221627,0.0,0.0,205,-100.0
137950,bmw r,BMW : F-Series,49975,48527,780085563,1:1:1,4,0.0,2322.5,1.0,-10.081628,-3.544587,28.458092,0.0,124238.0,-1000000.0,143,-100.0
26303,volvo vida,Volvo VIDA 2012A + EWD Service Repair Manual + PARTS + WIRING Dice J2534 vadis,6763,13005,687423103,-1:-1:3,3,0.0,1661.06665,1.0,-8.401108,-5.938646,40.172668,0.139713408393,114.0,260000.0,208,-100.0
1672,k8m800 ver 1.0,ECS ELITEGROUP P4M800PRO-M 478 VIA P4M800PRO INTEL MOTHERBOARD (VER:1.0),1244,874,724904555,-1:-2:1,2,0.0,2676.618,0.0,-7.885291,-4.230258,55.637604,0.333223598905,0.0,0.0,138,-1.04694459976
159657,printer cabinet,VINTAGE PRINTERS CABINET TYPE SET LETTERPRESS WOOD WOODEN PRINTING TRAY DRAWER,163093,59028,809746949,-2:-1:3,3,0.0,2867.166748,1.0,-7.95689,-3.883626,22.706083,0.355571,217.0,-1000000.0,147,-100.0
30239,cowboy chihuahua,4) Currency 1913 Chihuahua Mexico 10 Pesos Cowboy Herding Cattle Banknote PS133a,3438,14992,687418389,-1:3:-2,3,0.0,2676.618,0.0,-7.479282,-4.334709,19.843628,0.0,0.0,0.0,172,-100.0
42413,.260 remington seating die competition,Redding Reloading Rb78531 Type S Match Die .260 Remington,31825,21162,687419221,3:1:3,5,0.0,2676.618,0.0,-8.032566,-4.779628,96.056328,0.711471177339,0.0,0.0,236,0.62702418113
218935,shimano baitrunner 6000,"Shimano Baitrunner 3500A,3500B,6000D +18 Reels Drag Spring Washer Part # RD 0452",178885,69656,793073908,3:-1:1,4,0.0,1319.941162,1.0,-8.137601,-6.199934,64.567688,0.066718,130.0,-1000000.0,141,-100.0
48899,wrx,Subaru : Impreza WRX,31868,24251,687423630,3:3:1,5,0.0,2795.285645,1.0,-10.794395,-3.053469,16.222198,0.196671709531,65414.0,111111.0,173,-100.0
28269,fantastic jewel candle..,French garden chic hanging shabby jewel Chandelier floral flower candle holder ,20936|16102,13993,753412727,-1:-2:3,3,0.0,2676.618,0.0,-6.915994,-3.797798,26.267302,0.047615,0.0,0.0,170,-100.0
25512,bra for one shoulder dress 38c,"Blue One-shoulder Party Dress Made for  1022c  18"" American Girl Doll",15978,12597,753412568,-1:-1:-2,2,0.0,2676.618,0.0,-7.390667,-4.736623,38.867836,0.0,0.0,0.0,211,-100.0
157003,costa fathom sunrise 400,NEW COSTA DEL MAR SUNGLASSES FATHOM GUNMETAL/GRAY 400G,79720,57682,809745702,1::1,4,0.0,2676.618,0.0,-7.390667,-4.736623,44.85215,0.55861,0.0,0.0,144,1.21098173438
21748,sega cd console only,THUNDERHAWK - DISC ONLY - FOR SEGA MEGA-CD MEGADRIVE CONSOLE PAL,139973,10825,687421045,-1:-1:-1,2,0.0,2676.618,0.0,-7.587499,-5.375001,51.135983,0.140367059329,0.0,0.0,137,-100.0
219208,janet no sleeep promo,Janet Jackson music video DVD single NO Sleeep Sleep ft: J. Cole   (not a CD) ,617,69819,793071632,3:1:1,5,0.0,2676.618,0.0,-6.056828,-3.654497,65.543938,0.008265,0.0,0.0,135,-100.0
33348,mens jeans,HALLOWEEN Skeleton 3 Candle Holder,170094,16557,693264471,-2::-2,1,0.0,0.0,1.0,-7.613599,-5.442505,12.161996,0.0,328822.0,85702.0,172,-100.0
7921,old grand dad,Old Grand Dad Bluff La Crosse Wisconsin Posted 1918 Vintage Postcard,20243,3875,724905226,3:3:-2,4,0.0,1651.666626,1.0,-7.390667,-4.736623,25.608898,0.0,2397.0,-1000000.0,211,-100.0
216218,triactive ,"Proactive Protekt Aire 6000 8"" Low Air Loss/Alternating Pressure Mattress System",28178,68369,793073761,1:-2:1,3,0.0,651.461548,1.0,-7.519737,-5.217374,24.817209,0.0,3092.0,437354.0,231,-100.0
25781,shure m60 preamplifier,"Ultimate Shure Microphones Repair Schematics, Owner & Service Manuals   Manual s",3278,12748,740197778,-1:-1:-2,2,0.0,2676.618,0.0,-8.613159,-6.061128,34.254341,0.0,0.0,0.0,215,-100.0
221018,lsi bandai  algas,Vintage JAPAN LSI Bandai Pair Match Electronic Game - seen on Star Trek TNG! ,2540,70681,793073362,3:3:1,5,0.0,2676.618,0.0,-7.668357,-3.412549,37.468212,0.0,0.0,0.0,186,-100.0
215779,ariel square four,ARIEL PETROL TANK CAP RED HUNTER # 327258 SQUARE FOUR,26261,68155,793071566,-1:-1:3,3,0.0,2231.818115,1.0,-7.390667,-4.736623,53.082405,0.0,294.0,-1000000.0,222,-100.0
50769,ball masquerade mask paillette flower stick,Venetian Feather Lace Sexy Ball Masquerade Mask Paillette Flower Party Eye Masks,116724,25136,693261533,3:3:-1,5,0.0,2676.618,0.0,-6.532276,-3.999147,98.009514,0.74979177831,0.0,0.0,210,-100.0
2070,picanto,11-12 Kia Picanto System ABS 1250,33560,1076,724907569,-1:3:-1,3,0.0,1153.642822,1.0,-7.41558,-4.110807,14.545195,0.0,20039.0,-1000000.0,223,-100.0
157547,black belt addidas wtf,WTF Black And Purple Studded What The F Belt SIZE M 34/36 Unisex,2993,57935,809744288,-1:1:-1,3,0.0,2676.618,0.0,-7.492843,-5.030718,44.652248,0.32106,0.0,0.0,136,1.01293443536
140352,golf iv leather,Nike Tech Xtreme IV Golf Glove White/Black/Action Red,2994|36185,49797,780089674,-2:-2:,1,0.0,2676.618,0.0,-6.463009,-3.161621,34.370857,0.0,0.0,0.0,202,-1.0538438169
27459,life of johnson franklin,Franklin Library LIFE OF SAMUEL JOHNSON Boswell 3 vols - 25th Annv. Great Books,29223,13613,687422667,:-1:-2,1,0.0,2676.618,0.0,-7.566639,-4.424352,49.570236,0.326918387683,0.0,0.0,143,-100.0
139850,1978 topps baseball wax pack,1978 Topps Vintage Baseball Wax Pack - Came Back From PSA Altered 24320315,213,49548,780088585,1:3:3,5,0.0,2676.618,0.0,-8.037405,-3.040679,89.771935,0.756954,32.0,-1000000.0,142,2.50559731481
28683,2005 mitsubishi outlander variable distribution solenoid,READ 03-06 Mitsubishi Outlander TRUNK LID Central Locking Solenoid OEM MN127002,6763,14197,753408474,:-1:3,4,0.0,2676.618,0.0,-7.656853,-5.51726,54.304089,0.030398,0.0,0.0,142,-100.0
217833,elvis 8 track,Lot of 10 Vintage Elvis Presley 8 Track Tapes Untested Christmas Love Songs ,618,69174,793071968,:2:2,5,0.0,3131.642822,1.0,-8.308765,-4.563,38.367653,0.434491,695.0,-1000000.0,140,-100.0
26129,cold steel escrima stick,Cold Steel FGX Karambit Nightshade Series Kali Silat Escrima,16044,12915,753407729,-1:-1:3,3,0.0,1557.199951,1.0,-8.013883,-4.473215,36.654533,0.0,9.0,-1000000.0,172,-100.0
139846,macbookpro,Apple Macbook Pro 17'' Intel 2.6Ghz Upgraded *1 Tb HHD* 4GB RAM. *VERY Clean!!,111422,49544,780091122,1:3:3,5,0.0,2741.764648,1.0,-9.54192,-3.209373,33.648392,0.659587,87348.0,78769.0,168,-0.716122840691
23509,rebuildable harleys,PENSKE 8900 SERIES HARLEY-DAVIDSON VROD REAR TWIN SHOCKS REBUILDABLE ADJUSTABLE,178042,11657,740196144,-1:-1:-1,2,0.0,2676.618,0.0,-8.45119,-3.782505,41.723007,0.0,4.0,-1000000.0,172,-100.0
52477,logitech trackman,"Logitech Trackman Wheel Mouse (no ball), Trackball T-BB18 (Wired)",23160,25953,693263024,3:-3:3,4,0.0,3747.916748,1.0,-7.922006,-3.596339,41.609295,0.773945058057,330.0,242857.0,140,-100.0
217211,2010 range rover headlamp,NEW OEM 4300K Philips XenStart D3S Xenon Headlight Headlamp HID Light Bulb Lamp,33710,68853,793071507,1:3:3,5,0.0,2676.618,0.0,-7.248275,-4.881007,25.293398,0.289211,0.0,0.0,171,-100.0
40170,dog speak book,"Blue Dog Speaks - Rodrigue, George 9781454913429",378,19965,687419868,3:-1:-2,3,0.0,2676.618,0.0,-7.741165,-5.22421,47.646568,0.0980952380952,0.0,0.0,192,-100.0
31895,h292 hot!sexy backless nurse role-playing game uniform hat wristlet ,h292 Hot! White Sexy backless nurse role-playing game uniform Set Size S-M H-88,4844,15816,753410881,1:3:3,5,0.0,2676.618,0.0,-7.52299,-4.117811,81.745193,0.065367,0.0,0.0,175,2.80568890537
42353,garmin 1450,"GARMIN NUVI 1450 LMT GPS 5"" SCREEN WITH FREE LIFETIME MAPS/TRAFFIC UPDATE",156955,21132,753409843,3:1:3,5,0.0,3508.0,1.0,-9.755926,-4.070775,51.440163,0.65556,381.0,222222.0,144,1.10283453943
28883,meridian,Meridian G68✨Reference Digital Surround Processing w/Remote,81741,14308,753410479,1:3:,5,0.0,1956.699951,1.0,-8.018376,-3.094962,27.997673,0.039454,1672.0,250000.0,139,0.717884914463
35211,lenox small cornacopia,"LENOX China Temple Blossom Small Oval Serving Platter 13.5"" Wide",92,17493,687421440,-2:3:-1,3,0.0,2676.618,0.0,-6.602327,-4.473195,35.27792,0.394777265745,0.0,0.0,167,-100.0
3232,ceramic tile 10* 20,3mm-30mm Diamond Holesaw Tile Ceramic Glass Slate Porcelain Marble Drill Bits,1280,1655,724904702,-2:-2:-1,1,0.0,2676.618,0.0,-7.614743,-4.541617,51.422775,0.0,0.0,0.0,175,-100.0
216981,2009 tahoe rear bumper chrome molding,2007 2009 2010 2011 2013 CHEVY TAHOE LTZ Rear Bumper Chrome Moulding Trim NEW,33654,68726,793074979,-1:3:3,5,0.0,2676.618,0.0,-6.360458,-4.775251,56.550537,0.257514,0.0,0.0,221,-100.0
27909,ite breaker door,ITE SIEMENS 6500 SIZE 1 MOTOR STARTER 25 AMP BREAKER MCC MCCB BUCKET NO DOOR,42895,13821,753407938,1:-2:-1,2,0.0,2676.618,0.0,-7.472527,-4.712826,65.377151,0.007645,0.0,0.0,139,0.649709864603
37883,golf life belt buckle,New Mens Leather Braided Elastic Stretch Cross Buckle Casual Golf Belt Waistband,2993,18814,753407308,3::1,5,0.0,2676.618,0.0,-5.719434,-4.436375,30.448851,0.044828,0.0,0.0,219,-0.0618626576468
26346,371 oldsmobile,Auto Trans Output Shaft Speed Sensor Standard SC19,33727,13047,687418920,-1:-1:3,3,0.0,-640.615356,1.0,-7.390667,-4.736623,6.668525,0.0,762.0,-1000000.0,227,-100.0
29920,beige sinamay wide brim hat,New Church Kentucky Derby Wedding Sinamay Wide Brim Dress Hat cc10290 Camel,45230|131476,14833,753412129,1:3:1,5,0.0,2676.618,0.0,-8.14986,-4.551805,54.045563,0.618128,0.0,0.0,0,1.83557098719
33596,me 880,VG++ ABC BE NEAR ME 1985 45 RPM MERCURY 880 626- DJ PROMO COPY,176985,16690,687421020,-2:-2:-1,1,0.0,2676.618,0.0,-7.443296,-4.937054,18.255638,0.0,2561.0,-1000000.0,171,-100.0
142349,old engraved pocket knife,Case Old Red Bone Pocket Worn TrapperLock Knife - Engravable Gift Item JGM8267,48818,50711,780086881,3:1:3,5,0.0,2676.618,0.0,-7.806743,-5.707999,80.85759,0.432965,0.0,0.0,218,-100.0
42024,kss210,New SONY original KSS-210A CD VCD laser Assembly/lens/Optical Pickup,171833,20955,687421570,3:1:3,5,0.0,2676.618,0.0,-7.97059,-5.823808,45.886375,0.0270809933857,71.0,-1000000.0,172,-100.0
23731,ssd 120gb,"2.5"" to 3.5"" SSD / Hard Drive Mounting Bracket Adapter For Crucial TOSHIBA 120GB",162,11498,687419770,-1:-1:-1,2,0.0,2045.9375,1.0,-8.470616,-6.011946,48.789928,0.0,3703.0,150753.0,221,-100.0
2474,leatherman wave,LEATHERMAN 934810 WAVE NYLON SHEATH,75236,1284,724907113,-1:3:3,5,0.0,2188.272705,1.0,-5.246481,-4.189644,59.000839,0.71640625,589.0,315926.0,224,-100.0
48592,nike dry fit shorts,"Nike Fit Dry mens navy blue lined running shorts, size Large",137084,24112,740196013,3:3:1,5,0.0,3693.230713,1.0,-9.047382,-4.752434,42.109814,0.307048568605,773.0,-1000000.0,172,-100.0
50319,first day cover scott # 858,"CANADA, FDC, PB, LR, ""O CANADA CENTENARY"" SCOTT 858Ai",47151,24901,693264267,3:3:-1,5,0.0,2676.618,0.0,-7.533595,-4.765292,48.437828,0.0,0.0,0.0,195,-100.0
26457,arp quadra,BRAND NEW ARP SLIDER POTS FOR QUADRA & SOLUS,38071,13097,693263394,-1:-1:3,3,0.0,2064.333252,1.0,-7.131769,-5.370037,56.36235,0.525141930251,16.0,-1000000.0,146,-0.164979416168
50761,coca cola grill,LOT OF 3 COCA COLA BOTTLE COKE BBQ GRILL COOKING TOOLS WITH WOODEN HANDLES,38,25131,687419665,3:3:-1,5,0.0,2676.618,0.0,-8.535678,-4.916085,71.463104,0.555747126437,77.0,-1000000.0,141,-100.0
20616,ford cougar 1999,1999-2007 Ford Focus Mercury Cougar Radio Antenna Base Mount OEM NEW XS8Z18919AA,33639,10285,687420996,-1:-1:,2,0.0,2676.618,0.0,-6.309151,-5.317422,44.332787,0.0,7442.0,-1000000.0,209,-100.0
